R,RDes,P,PDes,Y,YDes,FaultIn
-0.08849638,-14.22937,0.004608769,1.591559,-0.4713575,-0.001957886,0
0.703014,-14.23376,0.2276888,1.574482,0.705156,-0.0137333,0
-1.074503,-14.15092,-0.6708698,1.609977,-0.7348155,-0.01067944,0
1.42351,-14.26176,0.8215225,1.557049,0.3128066,-0.01152409,0
-0.7593238,-14.15453,-0.5450603,1.59225,0.09897494,-0.02721909,0
-0.2260989,-14.21418,0.3140734,1.556525,-0.2839729,0.00218008,0
0.3928884,-14.22115,0.01094667,1.585463,0.2227365,-0.01646728,0
0.4424973,-14.22625,-0.6257786,1.583046,-0.2198519,-0.000749619,0
0.4365919,-14.2055,1.071332,1.489087,0.5731086,-0.02020525,0
-0.9259137,-14.16716,-0.1811519,1.564176,-0.4306307,-0.01255667,0
0.7235338,-14.25602,1.019687,1.497492,0.1565865,-0.009630025,0
-1.008638,-14.15908,-0.3690399,1.592296,0.1489791,-0.01736302,0
0.7133186,-14.25422,0.02202049,1.537999,-0.1868599,-0.01815625,0
0.9410437,-14.26306,0.9779201,1.490676,0.05279076,-0.0103162,0
-1.441251,-14.67259,0.31457,1.500466,-0.405331,-0.01784576,0
1.939817,-14.29454,0.2987664,1.530682,0.5324263,-0.008745974,0
-0.7714252,-14.12804,-0.8217365,1.58396,-0.07336753,-0.02212051,0
0.6751564,-14.24741,0.3719895,1.533851,-0.2527659,-0.01471441,0
0.2097676,-14.19919,0.4286522,1.547689,0.1556789,-0.01896137,0
-0.2600848,-14.24621,-0.6943944,1.585083,-0.1205241,-0.01088085,0
0.5225989,-14.24658,0.1320422,1.579114,0.2219331,-0.007805469,0
-1.306091,-14.15657,-0.4051994,1.582768,-0.4836766,-0.01377283,0
0.5662266,-14.23798,0.2988513,1.560138,-0.05951457,-0.01408447,0
-0.09434994,-14.20561,-0.5824417,1.604045,0.08336551,-0.0182093,0
0.2787293,-14.22771,-0.2137379,1.56534,-0.5076004,-0.0149588,0
0.9831007,-14.2383,0.9277115,1.502957,0.3729901,-0.01518087,0
-0.5517133,-14.17578,-0.8737996,1.582218,0.1566718,-0.01132424,0
-0.2909144,-14.19057,0.1410935,1.50675,-0.02710393,-0.007585912,0
-0.6240607,-14.16651,0.1200055,1.539542,-0.2673949,-0.01518692,0
0.08315085,-14.24729,-0.09598885,1.543244,-0.1317277,-0.01036539,0
0.712382,-14.24003,1.149518,1.488654,0.2965033,-0.01435852,0
-0.6555217,-14.1737,-0.6976219,1.564871,-0.3768148,-0.02572773,0
0.8099474,-14.26672,-0.0107765,1.570654,-0.02789447,-0.01769689,0
-1.699504,-14.13829,0.101318,1.558553,0.211276,-0.0181561,0
0.9776828,-14.31171,-0.1387773,1.572585,-0.3622666,-0.006599091,0
0.5965195,-14.22746,0.5053382,1.503451,0.01056021,-0.01377069,0
-1.14779,-14.15881,-0.3324362,1.551899,0.08499084,-0.01187996,0
1.131609,-14.29602,0.3108853,1.543223,0.1764209,-0.01163807,0
-0.7788827,-14.18006,-0.08220065,1.570669,-0.1094552,-0.01444218,0
-0.1364427,-14.72372,-0.5831991,1.55909,-0.5963997,-0.003564604,0
0.0002595118,-14.17812,0.9277922,1.495932,0.4838096,-0.01925384,0
-0.2704122,-14.22172,-0.02509198,1.596137,-0.3448411,-0.01113552,0
1.081082,-14.26456,0.1342919,1.566738,-0.1295545,-0.006757694,0
-0.7055733,-14.17369,-0.1900425,1.543582,0.4623782,-0.02640292,0
0.1908407,-14.25871,0.2508523,1.53413,-0.3360282,-0.004366736,0
0.07022136,-14.19324,0.3498099,1.550207,0.2872388,-0.003709488,0
-0.8056839,-14.15336,-0.9804951,1.605861,-0.2037239,-0.01965274,0
0.06814833,-14.20929,0.920121,1.495215,-0.001682833,-0.01272537,0
0.3049971,-14.2143,-0.1758341,1.569123,0.1869409,-0.01672948,0
0.6553106,-14.23222,-0.4173281,1.530882,-0.2029243,-0.006272703,0
-0.07680546,-14.20498,-0.05054058,1.541698,0.4395014,-0.01165168,0
-0.5799505,-14.20475,-0.3973659,1.564259,-0.154119,-0.01144376,0
0.4979238,-14.20072,1.17688,1.521598,0.009971643,-0.009028034,0
-0.9191419,-14.16131,-0.7325594,1.585109,-0.16099,-0.01275844,0
-0.3684251,-14.19359,0.1390468,1.536947,0.005057055,-0.01040827,0
0.9550233,-14.23281,0.3052641,1.565399,0.338241,-0.01658854,0
0.04344295,-14.19057,-0.2639102,1.569718,-0.3881508,-0.01115689,0
0.604675,-14.25162,0.5458417,1.527424,0.1273648,-0.01141665,0
-0.3656072,-14.19248,-0.264212,1.571092,0.1342783,-0.01792736,0
0.3123005,-14.23989,-0.07607967,1.56042,-0.2103199,-0.004496587,0
0.6337612,-14.24041,-0.3230342,1.590882,0.2775245,-0.01581881,0
-0.7443042,-14.17004,-0.1506146,1.562673,-0.002263805,-0.0210346,0
1.062676,-14.24763,0.7199852,1.528582,-0.1372496,-0.008590364,0
-0.688025,-14.20676,-0.4632702,1.601661,-0.05157946,-0.01109275,0
-0.6061012,-14.70043,-0.07495642,1.565056,-0.213664,-0.0001726955,0
0.8422762,-14.22955,-0.4928374,1.610349,0.3717538,-0.02017024,0
-0.04048531,-14.16908,-0.1976194,1.549044,-0.4471937,-0.01429772,0
0.42833,-14.18455,0.581536,1.563112,0.1932094,-0.01717362,0
-0.2933501,-14.18737,0.2363418,1.525246,0.455638,-0.01071879,0
0.1330501,-14.20589,-0.3517956,1.577355,-0.7067099,-0.002833914,0
0.01247757,-14.18802,-1.355136,1.60622,0.2943901,-0.01320264,0
-1.715255,-14.11897,0.4317327,1.540292,0.02381454,-0.02120516,0
1.236913,-14.27529,0.6460356,1.507308,-0.05024617,-0.01036713,0
-0.1950426,-14.1495,0.0713052,1.51473,-0.1727583,-0.01413913,0
0.3514421,-14.24479,-0.4084999,1.508686,0.188522,-0.01780429,0
0.2125014,-14.20962,-0.7069454,1.579047,0.1108686,-0.01344179,0
-0.8015559,-14.12619,0.9383364,1.486805,-0.3131924,-0.009968009,0
0.566242,-14.21154,0.5010824,1.46502,0.1747241,-0.01084827,0
-0.08090471,-14.18814,-0.2816049,1.58629,-0.1809914,-0.008760582,0
-0.4374312,-14.16868,-0.0452743,1.538217,0.2034776,-0.02766503,0
0.271692,-14.18381,-0.5196557,1.573291,-0.006312595,-0.0113845,0
-1.197424,-14.11782,0.2259352,1.466655,-0.1672284,-0.00735069,0
-0.1069077,-14.21471,-0.2942626,1.535765,0.067087,-0.01252115,0
0.1108623,-14.20735,0.4607813,1.480766,-0.4724521,-0.01691767,0
-1.501557,-14.08819,0.05321461,1.48415,0.4429563,-0.006615602,0
-0.2080277,-14.24933,-0.1034818,1.507138,-0.1784527,-0.002537811,0
0.8955375,-14.19133,1.434885,1.404651,-0.1906321,-0.00739129,0
-1.124367,-14.18225,-0.5099385,1.511065,0.3065815,-0.003853856,0
-0.07262915,-14.23186,0.2579798,1.46869,0.3057555,-0.01906256,0
0.4906775,-14.75112,0.701152,1.443893,-0.6084911,-8.351531e-05,0
1.822013,-14.27616,-0.2201127,1.509446,-0.4139494,-0.01031714,0
-1.51102,-14.17173,-0.4644619,1.535065,1.116432,-0.05092779,0
-0.1758134,-14.16023,0.7607831,1.394784,-0.1867913,-0.004649089,0
-0.09724094,-14.33877,0.1083978,1.546554,-1.819642,0.04498402,0
-0.1548359,-14.22437,0.2586104,1.388035,-0.3387839,0.0532174,0
-3.033129,-14.11157,0.1530065,1.487626,0.0259772,0.06935449,0
-0.2928791,-14.28111,1.759081,1.353827,0.103265,0.05507454,0
0.9176255,-14.46723,-0.03794344,1.456429,0.8476703,0.02314505,0
3.49586,-14.54315,0.2657272,1.37838,-0.7204795,0.03733573,0
2.057444,-14.5093,-0.1164697,1.495884,-0.1010091,0.03249535,0
3.731706,-14.54302,-0.380862,1.448869,-0.1432104,0.03342417,0
-1.577368,-14.40569,-1.211987,1.361988,-0.3701438,0.0622994,0
-0.4052939,-14.54383,-0.8882828,1.528026,-1.081053,0.105555,0
-3.394091,-14.21367,-1.090889,1.521747,-0.17794,0.08767283,0
-6.043616,-13.91626,1.310639,1.304556,1.158904,0.06402639,0
-3.3446,-14.27717,2.994684,1.330628,1.612042,0.06491695,0
-1.811414,-14.29453,0.1331264,1.411411,0.4939454,0.04448823,0
-2.558656,-14.28271,1.526435,1.255055,0.8311431,0.01899627,0
1.335029,-14.42045,1.358872,1.34242,-0.7254421,0.06369244,0
-0.3156087,-14.33088,0.6687031,1.290132,-0.7098426,0.07318795,0
-0.06675538,-14.43741,0.9412468,1.387154,0.1128174,0.06836184,0
-1.319447,-14.40369,0.6221624,1.389907,0.8626264,0.04790865,0
2.374414,-14.51568,1.179008,1.241048,1.239973,0.01541852,0
5.397671,-14.63551,-0.9432198,1.459167,1.158785,-0.007253136,0
1.960959,-15.02505,-1.221899,1.360272,1.123253,-0.02727324,0
3.067477,-15.22715,-2.064753,1.416543,-0.1136042,-0.004105489,0
1.659891,-14.68625,-2.47235,1.391401,-0.4927858,0.03281693,0
3.340697,-14.72125,-2.507469,1.486602,-0.5116962,0.0522509,0
3.216516,-14.76004,-2.834294,1.459903,-0.1983244,0.04499587,0
2.334098,-14.48377,-0.06546409,1.316966,-0.2284343,0.03494695,0
2.51676,-14.65726,-0.2399226,1.353116,-0.154233,0.002878245,0
4.067093,-14.72754,-0.7531883,1.428271,-0.1893537,-0.004541988,0
5.350471,-14.93242,-0.04859685,1.317418,0.3829462,-0.05350469,0
7.05355,-14.97327,-0.4281615,1.333282,0.08833259,-0.0367809,0
4.24226,-14.70048,-1.76765,1.319932,-0.7203608,-0.007619043,0
3.550375,-14.68764,-1.596653,1.397871,-0.1123442,-0.008597588,0
4.156756,-14.83728,-2.471014,1.55622,0.2555627,-0.003881329,0
2.580682,-14.73944,0.5674602,1.366322,0.6564791,-0.02675607,0
1.978855,-14.76397,2.932178,0.9962994,0.7725814,-0.03092326,0
1.269272,-14.85518,0.9396918,1.189417,0.8923437,-0.04534083,0
4.718101,-14.77998,-1.088408,1.275264,1.209107,-0.07379813,0
2.862907,-14.70155,-2.839127,1.26619,0.2770328,-0.06356125,0
1.080226,-14.65415,-2.495838,1.16976,0.4233742,-0.08123592,0
0.863126,-14.59761,-5.691547,1.641726,0.4426237,-0.07977865,0
-1.233624,-14.68575,-1.142034,1.575188,0.7236109,-0.09725994,0
-2.162117,-14.57888,3.197231,0.971633,0.3984312,-0.08831397,0
-2.973245,-14.94239,0.7578101,1.21815,0.4776035,-0.1095955,0
-1.854067,-14.63312,0.2586091,1.190981,0.07493477,-0.1330004,0
-0.3008899,-14.56516,0.5752827,1.238959,0.3705586,-0.1309069,0
2.46402,-15.49033,1.330036,1.030422,0.7743494,-0.1496226,0
0.4837092,-14.64611,-0.8544066,1.324567,0.5907039,-0.1735724,0
0.2946075,-14.71258,0.5582045,1.204605,0.2476948,-0.1807987,0
3.564346,-14.84868,2.130217,1.053514,0.08133408,-0.1582111,0
1.959691,-14.91489,1.059438,1.091151,0.2272177,-0.171286,0
3.297237,-14.96605,0.5926618,1.158223,0.2102302,-0.166238,0
2.088089,-14.90541,-0.1027651,1.193633,0.4281113,-0.1897939,0
-0.861742,-14.85509,2.53632,1.17889,0.2448604,-0.1976375,0
-2.063958,-14.58685,3.672753,0.8281355,-0.2845294,-0.1950812,0
-2.33493,-14.635,4.819095,0.8389034,-0.5948657,-0.2009011,0
-0.0773441,-14.68587,1.046235,0.9940386,-0.6364504,-0.2057843,0
-0.6697899,-14.75452,2.558513,1.019912,-0.5044214,-0.2270445,0
-0.5003134,-14.88881,3.018569,0.9834311,-0.110625,-0.2660379,0
1.046724,-14.84038,-3.585694,1.38045,0.165675,-0.2685102,0
1.976361,-14.92204,-4.121202,1.509996,0.744508,-0.2865476,0
1.255155,-14.8785,-7.129483,1.624161,0.3327318,-0.2610987,0
-2.166775,-14.68097,-0.4970591,1.18547,-0.3587461,-0.2640102,0
-2.049279,-14.72368,2.307223,1.017949,-0.3282788,-0.2623743,0
-0.1959863,-14.86961,1.275539,0.9991382,-0.616003,-0.2360288,0
0.08840606,-14.90429,2.697577,0.7416853,-0.1789206,-0.3083087,0
2.04388,-15.02778,7.740626,0.4709687,1.266059,-0.349542,0
-0.7276955,-14.77751,5.323968,1.099453,0.7527866,-0.3588072,0
-0.7862892,-15.36801,-3.688933,1.440896,0.4465837,-0.3719907,0
-2.536177,-14.69223,-2.210361,0.9965966,0.8530356,-0.3805587,0
3.36331,-15.07156,0.3653649,1.039984,-1.004201,-0.3771263,0
3.307386,-15.1919,-0.6535999,0.9196069,-0.6927085,-0.4578577,0
-2.127096,-14.70133,2.832162,0.5364558,0.1461883,-0.4917819,0
-0.5599616,-14.84962,3.91267,0.8562025,-0.4539824,-0.4506316,0
-0.2662909,-14.99458,-6.740619,1.432513,0.3654542,-0.4932802,0
-1.977502,-14.84905,-5.20736,1.124608,-0.2086583,-0.4337516,0
3.156034,-15.18215,0.8733805,0.7300819,-1.258851,-0.3968365,0
-0.3648392,-14.76728,2.551154,0.7454286,0.04214261,-0.4949073,0
-1.892363,-14.85677,5.343369,0.5032157,0.7647354,-0.5316601,0
-1.940391,-14.67549,1.380598,1.156108,-0.4603801,-0.4782352,0
3.116648,-15.25465,-5.482878,1.27496,0.418218,-0.5209762,0
1.184271,-15.00893,0.08580443,0.7002569,-0.2665498,-0.4839996,0
3.00643,-15.20176,1.474004,0.8795109,-1.851278,-0.462347,0
-3.152372,-14.52486,3.144563,0.7302479,-0.1013698,-0.4743942,0
0.6111559,-15.01649,-2.71922,1.016881,-0.4003417,-0.4217935,0
1.157147,-14.71538,-3.611691,0.9039875,-0.6272403,-0.4017865,0
0.04186349,-15.05304,-4.038047,1.123603,-0.003253647,-0.4513995,0
-0.138239,-14.91029,5.527288,0.4235957,-1.321573,-0.3732446,0
-5.086017,-14.41177,-3.918534,1.099003,-0.2111059,-0.4025751,0
-1.827089,-14.3773,-4.43486,0.8346956,0.3521273,-0.3788087,0
2.562626,-14.82979,-0.260391,0.5614324,-0.836977,-0.3495774,0
-1.011198,-14.85726,5.270219,0.1578052,-0.1413911,-0.4002821,0
-0.7017669,-14.92422,4.504168,0.09141309,-0.6138375,-0.3662198,0
-1.789602,-15.11158,-4.010303,0.7915217,0.06671155,-0.3977908,0
0.4773616,-14.617,1.21991,0.08902459,-0.9080585,-0.3767094,0
1.553583,-14.80959,5.349546,0.1523963,-0.6686109,-0.3688341,0
-0.1055584,-14.79532,2.070067,0.06341577,-0.2147263,-0.3770498,0
1.156605,-14.48403,-4.094348,0.5695885,0.5352609,-0.3940589,0
1.438521,-14.77689,2.118921,-0.005375637,-1.9397,-0.346245,0
-1.949483,-14.63164,2.912901,0.05769302,-0.2281014,-0.3558698,0
-1.993943,-14.33191,-0.06089487,0.2877137,-0.5224706,-0.3196814,0
1.027515,-14.79796,-1.154223,0.2062338,-1.146427,-0.2496005,0
0.4145191,-14.6107,3.18516,-0.02905025,-0.534974,-0.2221074,0
1.214052,-14.66884,3.012025,-0.1781079,-0.6733404,-0.1881044,0
-2.452137,-14.02083,-0.3030228,0.3407193,-1.653603,-0.1872807,0
1.380666,-14.5895,0.6304427,-0.04301232,0.1586813,-0.1676632,0
-0.02590726,-14.2498,1.355686,-0.1807647,0.4239776,-0.1715823,0
-2.210869,-14.08984,2.216346,-0.2775567,-1.147632,-0.1129807,0
2.67907,-14.60393,-1.517212,-0.03399277,-0.3246994,-0.1558076,0
0.06891502,-14.44888,-0.5717431,0.04068745,-0.7230015,-0.1254174,0
-4.546779,-13.84972,1.92053,-0.4416927,-1.19948,-0.07546062,0
2.02559,-14.48965,-1.039959,-0.1904923,-0.5317701,-0.0580948,0
-0.4969567,-14.41263,-0.2013681,-0.02832703,-1.068849,-0.008046526,0
-1.778547,-14.15384,7.794305,-0.9307325,-2.370905,0.08899824,0
-2.829602,-14.09241,-1.427536,0.04925226,0.1852936,0.02981544,0
1.665333,-14.99938,-0.5448572,-0.3060443,-0.4650832,0.06383063,0
-0.6889461,-14.04928,2.581771,-0.8867161,0.466915,0.05119186,0
1.503458,-14.18191,-2.255716,-0.3089883,1.044526,-0.01346504,0
-0.05960204,-14.69573,0.8291054,-0.7993931,-2.146673,0.08394428,0
0.07476011,-14.2919,3.647411,-1.038424,0.1733734,0.02333668,0
-1.621426,-14.19792,1.131501,-0.6704161,-0.5587177,0.1556927,0
-0.8451082,-14.03426,-0.5881839,-0.8802521,-1.139291,0.1725834,0
0.8986279,-14.15326,3.246333,-1.108838,-0.7274723,0.2045412,0
-2.757235,-13.51484,0.4453587,-0.9034802,-1.340312,0.2735821,0
3.503694,-13.89006,-2.534368,-0.5841463,-0.1765923,0.2906323,0
-4.268847,-13.1533,2.076199,-1.19935,-1.864562,0.3656282,0
2.20861,-13.83453,-3.324694,-0.6743662,0.3214254,0.3118029,0
2.1579,-13.71759,-3.437333,-1.064076,-1.184387,0.4416457,0
-4.348193,-13.15975,4.761667,-1.385016,-0.9662374,0.4323498,0
2.687853,-13.52521,-1.978661,-1.112001,-0.09275605,0.470376,0
-2.004289,-12.91502,4.971831,-1.787667,-1.420002,0.5548648,0
-2.215997,-12.78092,3.162328,-1.760676,-0.4933451,0.5672039,0
-0.5259798,-12.82803,0.6575891,-2.033943,-3.484316,0.7351756,0
-2.511329,-12.48493,3.328764,-2.327573,-1.692621,0.7885907,0
-2.368333,-12.36397,0.2277305,-2.241266,-2.141904,0.8871475,0
-3.129674,-11.99907,-4.696191,-1.87951,-2.38678,1.045203,0
-6.74636,-11.38175,4.439066,-2.594455,-1.428058,1.096351,0
-0.05506491,-11.31952,-5.318929,-1.770016,-1.690328,1.202092,0
-5.428594,-10.89921,-2.014517,-1.832047,-1.366083,1.22896,0
-0.9964589,-10.38517,-4.268448,-1.457607,0.5881792,1.233329,0
-4.025412,-10.24469,1.714311,-2.413743,-1.99385,1.309303,0
-4.182309,-9.439637,1.114233,-1.62655,0.0478917,1.187675,0
-1.61246,-8.865115,-3.331247,-2.173447,-1.462641,1.284697,0
-5.583022,-8.349908,1.489977,-1.84292,0.9864882,1.170499,0
-4.705926,-7.665842,-2.606631,-2.061275,-0.783327,1.218067,0
-4.447266,-7.22273,3.294566,-2.188111,-1.561647,1.243421,0
-2.846687,-6.825089,-2.983649,-1.900086,-1.335463,1.26851,0
-4.906717,-6.101812,1.105433,-2.378272,-0.8484586,1.199211,0
-4.006791,-5.817567,-0.09123658,-2.284391,-1.722524,1.313276,0
-3.644864,-4.905826,-0.6317938,-2.169247,-2.089223,1.415192,0
-12.3412,-3.362626,0.3265443,-2.348769,-2.794986,1.561569,0
-3.045583,-3.26916,-1.82282,-1.882762,-2.76318,1.7051,0
-8.328673,-2.156687,-3.402476,-1.915653,-4.050383,1.901149,0
-6.793332,-0.9549757,7.56457,-2.84359,-1.323091,1.950326,0
-7.479417,0.3448509,-3.981454,-2.59917,-3.69273,2.206437,0
-9.217654,0.9245975,5.919581,-2.896267,-3.51386,2.330286,0
-3.632808,1.268486,-3.283361,-2.099877,-2.475526,2.391973,0
-8.249426,2.725059,8.570253,-3.07501,-1.804295,2.619187,0
-4.042973,3.386544,-4.474055,-2.958694,-3.490777,2.787715,0
-10.20955,4.237501,5.255486,-3.544168,-4.790722,2.968626,0
-3.357991,4.347396,-3.533597,-3.43795,-3.38648,3.086422,0
-9.958875,5.483821,4.670875,-3.5874,-4.670039,3.377712,0
-5.854763,6.059819,5.3907,-4.035242,-5.290353,3.612241,0
-5.177948,6.62357,0.02422922,-3.996508,-5.463607,3.893421,0
0.473523,7.629228,2.883003,-4.844164,-5.582189,4.183755,0
-3.00378,7.134651,3.998867,-5.371686,-5.136702,4.462251,0
0.8003718,7.317574,3.323507,-5.850441,-3.620865,4.644876,0
1.669426,7.119363,5.610482,-6.602418,-4.020114,4.931558,0
2.52954,6.52664,1.068634,-6.867868,-5.549228,5.212858,0
-1.964618,7.025549,6.22511,-8.131658,-5.823861,5.471956,0
3.448551,6.525187,0.008713744,-8.073323,-4.599233,5.677871,0
-2.282227,6.954171,8.51516,-9.06144,-4.459613,5.967015,0
3.925588,6.288644,-3.691906,-8.69474,-5.062069,6.207723,0
-1.902608,6.833177,-0.07355138,-9.115549,-4.611085,6.455543,0
1.843029,6.307502,0.287668,-9.119506,-6.118486,6.772933,0
-1.787024,6.817914,-1.079586,-9.082931,-4.252683,6.957699,0
-0.8197532,7.021851,-0.8330034,-9.372401,-5.296173,7.250364,0
-1.780363,7.212695,-0.8613481,-8.817968,-2.778474,7.38073,0
-2.364305,7.601382,-0.9571165,-8.776127,-4.754754,7.714759,0
-4.388825,7.484152,1.592206,-8.79129,-4.477931,7.912168,0
0.5611413,7.756189,-2.308902,-8.437093,-2.361865,8.036316,0
2.178267,7.221597,-1.098664,-8.576751,-4.826897,8.296929,0
4.429356,6.719994,-1.051531,-8.649122,-1.021477,8.318341,0
6.971011,6.08995,-2.777389,-8.976209,-2.380135,8.552463,0
4.856211,5.323181,0.9455642,-8.859724,-1.386897,8.61636,0
9.853427,4.353131,-4.11263,-8.446548,-1.139251,8.703183,0
4.951066,3.621276,-1.32645,-8.550316,-2.632033,8.867587,0
7.196743,2.280814,-6.327764,-7.62596,-0.02100983,8.862075,0
4.744478,2.283386,-5.264499,-7.194862,-0.5376787,8.85361,0
3.952263,1.692256,-8.679911,-5.87601,1.634441,8.780341,0
2.254779,1.503154,-5.880605,-5.96721,-0.9750035,8.744625,0
4.442194,1.030467,-3.627892,-4.874995,-0.3055978,8.711804,0
3.246373,0.6047,-0.2371161,-5.133953,-1.364917,8.781693,0
3.485125,0.2822193,0.8811179,-5.362211,2.013805,8.580297,0
2.042808,0.2411547,-3.196414,-5.179557,-0.7115622,8.638156,0
3.111746,-0.6075007,2.172615,-5.068431,3.858612,8.36753,0
0.3122773,-0.5576456,-1.352304,-5.210926,0.7420458,8.356159,0
3.683261,-1.028251,3.641118,-5.653396,1.961626,8.204965,0
-1.414135,-1.023929,-1.709104,-5.333142,1.691129,8.079796,0
1.667632,-1.104397,0.04656298,-4.800102,2.843567,7.903832,0
-0.9353204,-1.127069,-3.281171,-4.714226,1.885888,7.790842,0
2.565943,-1.413402,-0.5514157,-4.53047,4.005134,7.627846,0
2.437662,-1.642853,-1.261871,-4.290157,1.098048,7.433995,0
3.666356,-2.014361,-2.638879,-3.648652,4.28251,7.228894,0
0.1709873,-2.39566,-3.300025,-4.221231,1.270393,7.02294,0
5.695565,-2.734395,-2.819264,-3.992162,3.327625,6.881318,0
4.951293,-3.519509,0.9962969,-3.471021,3.502792,6.665443,0
1.427436,-3.739766,-3.411933,-3.120855,0.6574361,6.619392,0
2.353915,-3.935708,3.108548,-3.295073,4.060515,6.406364,0
0.4772263,-4.351209,-7.317935,-1.691622,1.33922,6.327855,0
1.876679,-4.47574,-7.812931,-1.353209,3.89986,6.044187,0
-4.513031,-3.860049,-5.134605,-1.269927,0.05561239,5.873706,0
-2.182873,-4.054475,-5.058969,-0.7792171,1.904777,5.834826,0
-3.873687,-2.743893,2.048694,-0.6027453,1.818543,5.757682,0
-6.289821,-2.25902,-2.720467,-0.4423732,0.9016709,5.676389,0
-2.915009,-2.122895,3.439479,-0.8294497,1.662674,5.540296,0
-5.368545,-1.819406,-2.931995,-0.2548449,3.166624,5.453196,0
2.111315,-1.89146,-0.2537388,-0.5221826,3.304891,5.210678,0
