R,RDes,P,PDes,Y,YDes,FaultIn
0.1133641,-5.987852,-0.9741264,-1.697213,0.2833579,-0.002135972,0
-0.4148571,-6.535683,1.051388,-1.806681,-0.778629,0.003874012,0
0.9846476,-6.568875,0.3751385,-1.798883,0.423824,0.0006645022,0
-1.828272,-5.885381,-0.9620321,-1.697022,0.5995442,-0.01451973,0
-0.4033522,-6.009265,-0.5646835,-1.749758,-0.3526745,0.00254063,0
1.078659,-6.060956,0.5487458,-1.871453,0.5647229,-0.007936938,0
-1.305114,-5.92694,0.5641325,-1.762626,-0.934102,0.01372935,0
1.087816,-6.077764,-0.8593234,-1.665127,-0.09502343,0.0006518583,0
-0.3561433,-5.994707,0.1560623,-1.835315,0.5841449,-0.009968122,0
-1.213248,-5.946191,0.8824369,-1.810986,-0.7072799,0.006819335,0
1.689985,-6.082142,-1.201351,-1.717213,0.8981207,-0.01007752,0
-0.3597645,-5.980018,0.4144111,-1.807687,0.1834161,-0.01109268,0
-0.5279457,-5.981403,0.2715148,-1.766438,-0.85519,0.01973298,0
1.431097,-6.094543,-0.4789817,-1.766811,0.4119639,-0.007605338,0
-1.42442,-5.923766,0.5890837,-1.856414,-0.4203787,0.01524617,0
0.9129296,-6.052396,-0.7789031,-1.713233,0.3350011,0.003971862,0
0.8007634,-6.103379,-0.2443873,-1.793643,0.2439234,-0.009828751,0
-1.467005,-5.906865,0.4096184,-1.798518,-0.8368891,0.01265895,0
0.5542533,-6.03278,-0.3310339,-1.790244,0.5158248,0.006986575,0
0.7733557,-6.064179,0.9654622,-1.845495,-0.2641394,-0.003469266,0
-0.5679122,-5.94229,-0.6577876,-1.707085,-0.4642829,0.01367906,0
1.68048,-6.119572,-0.1419142,-1.807814,0.6609586,-0.007378946,0
-2.306922,-5.934522,0.513436,-1.838267,-0.3429168,0.008988245,0
0.03657257,-6.028674,-0.8833592,-1.739534,0.216396,0.0006806083,0
0.1343266,-6.037118,0.577958,-1.811187,0.02045647,-0.0009864466,0
-0.815048,-5.96367,-0.2186236,-1.767684,-0.3310351,0.00292458,0
1.961997,-6.130149,0.1308769,-1.819672,0.5824081,0.0007886164,0
-1.727637,-5.865448,0.4629023,-1.77576,-0.3181837,-0.01189876,0
0.1099023,-6.080863,-0.567923,-1.788966,-0.3243212,0.01369662,0
0.4953137,-6.021929,0.1071039,-1.819063,0.3345734,-0.001944398,0
-0.6961856,-6.018219,0.05411763,-1.773605,-0.2018582,0.009949045,0
2.373991,-6.13902,0.2969357,-1.790915,0.4586923,0.007918005,0
-1.078368,-5.971356,-0.1676266,-1.784424,0.04888258,-0.006160168,0
0.2742734,-6.064124,-0.02643177,-1.829886,-0.2573361,-0.00102846,0
0.6433674,-6.078633,-0.06931223,-1.814423,0.4775014,-0.0003542273,0
-1.54879,-5.943127,0.3732275,-1.826299,-0.515781,0.004169395,0
1.388762,-6.112058,0.4143723,-1.83196,-0.06377504,0.0126581,0
-0.5613165,-5.978752,-0.5353167,-1.829229,0.3744996,-0.0118576,0
-0.1610812,-5.973197,-0.07628565,-1.739103,-0.3151605,0.01323948,0
0.1539021,-6.543695,0.05428934,-1.786629,0.05179346,0.007784654,0
-0.8229983,-6.518682,-0.5912493,-1.76321,0.332262,-0.01604133,0
0.3083141,-6.115082,-0.3275946,-1.771795,-0.2774138,0.003360039,0
0.4385533,-6.525105,-0.1913722,-1.78651,0.5885603,-0.006758196,0
0.08168833,-5.988209,1.138539,-1.839815,-0.4561124,0.001561642,0
0.2611758,-6.027215,-0.5922144,-1.792753,0.3736076,0.005005054,0
-0.2246781,-5.968735,-0.4655974,-1.779522,0.3141899,-0.01510569,0
-2.066805,-5.950047,0.3881648,-1.858427,-0.8353625,0.008802029,0
1.468584,-6.109498,0.3285629,-1.793464,0.6033676,0.002388324,0
-0.2921674,-6.089541,0.226977,-1.834926,-0.421921,0.01227598,0
0.5955311,-6.02063,-0.1715223,-1.743741,-0.03386096,0.004927291,0
0.9822707,-6.054479,0.0841026,-1.803526,0.6119307,-0.008346068,0
-1.550556,-5.956423,0.2876572,-1.817658,-0.5148448,-0.0007791552,0
1.447711,-6.12126,-0.1337991,-1.832087,0.3864145,-0.003359721,0
-2.331696,-5.9087,-0.5898188,-1.767107,0.09205664,-0.008444952,0
0.2259735,-6.072399,0.9225877,-1.845475,-0.4648704,-0.0002773125,0
1.698234,-6.138044,-0.04308773,-1.828165,0.5134805,-0.0005976749,0
-0.8099853,-6.024817,0.4220782,-1.816428,-0.2462472,0.005226325,0
0.461576,-6.153261,-0.4141484,-1.806644,-0.238238,0.01251336,0
-1.953963,-5.923711,-1.011736,-1.738813,0.05998137,-0.01298432,0
0.4946279,-6.152486,0.9813695,-1.868042,-0.4468375,0.004658406,0
-1.113507,-5.97203,-0.8210427,-1.739313,0.1743366,0.007855072,0
-0.6624479,-6.028983,0.2881442,-1.860562,0.01238744,0.005079148,0
0.3877491,-6.057693,-0.520451,-1.762826,0.03416386,0.01039749,0
1.625132,-6.128189,0.3039807,-1.829949,0.6200808,-0.007471527,0
-0.2916237,-6.103522,0.3496788,-1.806896,-0.3928964,0.00606124,0
-0.1351352,-6.04659,-0.1957988,-1.791306,0.08442537,0.007304817,0
-1.026157,-5.970221,-0.4083314,-1.767952,0.2863643,-0.01176245,0
-0.4603281,-6.069968,0.04717108,-1.748736,-0.534448,0.01221997,0
-0.09818664,-6.068857,-0.3394461,-1.821896,-0.04170258,0.005855356,0
-1.002165,-5.965568,0.06066145,-1.780511,-0.1184339,-0.004488921,0
0.6234466,-6.132174,0.01958342,-1.784665,-0.3572826,0.01575624,0
1.077598,-6.067694,-0.3636558,-1.751889,0.4694815,0.0003244041,0
-0.2519237,-6.086462,0.8870399,-1.869308,-0.4186676,-0.0004402951,0
-0.2609831,-6.00556,-1.12802,-1.677475,0.2618535,0.001256378,0
-0.6607322,-5.997722,0.5210363,-1.821631,0.1360543,-0.01027972,0
1.121126,-6.049556,0.7893289,-1.784819,-0.3411699,0.01572144,0
0.7196781,-6.074249,-0.7550119,-1.77787,0.7660393,-0.009944821,0
-0.3417579,-6.027805,0.5694445,-1.795164,-0.3224739,0.00271466,0
1.192103,-6.145132,0.0197746,-1.754003,-0.1761181,0.008485216,0
-0.6951246,-6.573178,0.5206312,-1.815554,0.1395846,-0.005354942,0
-0.9319492,-6.016451,-0.3756359,-1.755896,-0.2975489,-0.01243951,0
0.8216037,-6.108414,-0.2131439,-1.770071,0.2372854,0.007733241,0
-1.879807,-6.426976,-0.1238014,-1.769733,-0.2874365,-0.0002465855,0
0.9200474,-6.096034,-0.1083043,-1.77392,-0.112156,0.00417945,0
0.854623,-6.071219,-0.1261639,-1.781595,0.449852,-0.006620171,0
0.3298719,-6.053369,0.8173458,-1.805957,-0.09848217,0.003595064,0
-0.495757,-6.032865,-0.6213585,-1.759032,-0.1010195,0.0002241133,0
-0.07018793,-6.102146,0.3742557,-1.809289,0.0965571,0.0008373603,0
-1.148798,-6.454514,-0.5696454,-1.728548,-0.05931683,0.0001291047,0
-0.4618866,-6.04015,0.5538146,-1.851436,-0.2253468,0.00509244,0
0.4182954,-6.091177,1.019902,-1.913664,-0.1484097,0.00451731,0
-0.8241113,-5.952298,-0.9499441,-1.849491,-0.0274249,0.0222936,0
0.1932713,-6.039423,-0.1034984,-1.740819,-0.188876,-0.009525008,0
0.2034206,-6.080798,-1.218739,-1.702845,0.1894904,-0.001355234,0
1.031122,-6.055309,1.039528,-1.746058,0.4584784,-0.00469445,0
-1.257553,-6.06113,-1.848715,-1.776327,-0.2373773,0.00198789,0
0.4077066,-6.076492,2.231778,-1.988561,-0.07935664,0.02023369,0
0.5234854,-6.132315,0.8952091,-1.91137,-0.6229414,0.01697487,0
1.752466,-6.149065,0.2056501,-1.740218,0.4896043,0.02611421,0
-2.710756,-5.992757,-1.026668,-1.902003,-0.07540587,-0.03562199,0
1.415279,-6.18681,2.625912,-2.005602,-0.8262691,0.02845327,0
-3.413956,-5.869182,-1.92761,-1.752998,0.6376624,-0.007573019,0
-0.1230307,-6.170509,1.700071,-2.000908,0.1647035,-0.03867571,0
-0.8267103,-6.073992,-0.944952,-1.717933,0.1505712,-0.006466684,0
1.952887,-6.264722,-1.394051,-1.802641,0.718223,-0.03276305,0
-1.815333,-5.889296,-0.1044798,-1.790614,-0.5563344,0.04621026,0
-1.406514,-5.865487,3.72634,-1.890514,-1.668998,0.0796318,0
3.784738,-6.328103,-2.566949,-1.597246,2.222663,0.008846872,0
1.701471,-6.35969,-3.706902,-2.17597,0.7509708,0.04415727,0
-3.931959,-5.64999,5.264618,-2.1589,0.1553791,0.02242484,0
-9.205784,-5.021581,-5.347077,-2.267833,-0.003785059,0.08503379,0
2.06127,-5.984882,1.477883,-2.239578,0.004126459,0.06638213,0
-2.083369,-6.246154,6.072008,-2.484519,0.06040878,0.03881445,0
-1.906124,-6.400077,-0.6978697,-2.31784,1.030835,0.0003958021,0
6.586405,-7.009933,-1.55323,-2.325426,-0.8255789,0.05505225,0
-1.130079,-6.053444,5.80205,-2.446182,-0.2485703,0.04013261,0
4.687078,-7.146573,-1.037574,-2.078097,-0.8812791,0.100966,0
-4.230012,-6.204633,1.294751,-2.676605,0.1678427,0.1562371,0
0.6539759,-6.691169,4.958259,-2.766665,-0.3240846,0.1672142,0
3.808971,-7.43243,4.266296,-2.41661,1.714502,0.10768,0
-1.337628,-6.506958,-5.447327,-2.373154,0.5456259,0.1182799,0
-5.035412,-5.746785,-3.550985,-2.010907,-0.1874056,0.1297662,0
-1.601164,-7.114983,1.830911,-2.378898,0.5140786,0.1047887,0
1.131593,-6.908283,9.493252,-2.977875,0.3862158,0.1042629,0
-2.893529,-6.784503,-4.169239,-2.068866,-1.701236,0.1825251,0
-1.588734,-6.677187,-0.3424799,-1.999162,-0.4290822,0.213227,0
-5.694652,-6.313029,6.243282,-2.833071,-0.8604148,0.2031387,0
3.103804,-6.672372,-0.1396155,-2.220421,-0.3241739,0.1552064,0
-4.135057,-6.611886,-6.352716,-1.702217,-0.716405,0.1336642,0
-6.251169,-5.79288,-2.250108,-2.246573,-1.652643,0.1777471,0
2.71856,-6.968552,1.894517,-2.396658,0.6496872,0.115096,0
1.958161,-6.937129,1.80044,-2.043032,0.1876555,0.1716796,0
-3.933964,-6.532001,-6.859347,-1.773005,0.3821958,0.1742104,0
-1.800754,-6.792508,-2.929381,-2.212692,-0.8354736,0.1998421,0
2.825019,-6.962173,6.101082,-2.690494,0.2626903,0.156951,0
1.688361,-7.028068,3.50048,-2.262384,0.3139711,0.1477668,0
-0.7446328,-6.5609,-0.1465432,-2.175959,0.7271419,0.1836834,0
-2.249753,-6.139847,-3.429037,-2.231851,-0.2294223,0.2229029,0
4.904886,-7.195451,5.051718,-2.424869,0.8378149,0.1795124,0
-2.16779,-7.070226,11.36425,-3.00282,0.3009814,0.1471074,0
-1.205876,-6.751219,1.711627,-2.350336,-0.4009209,0.2073142,0
-0.9364349,-6.359999,-7.412322,-1.618235,-0.1566305,0.2169308,0
-5.87211,-6.190959,-2.622973,-2.211155,-0.8544717,0.2221852,0
1.053813,-7.007543,1.535932,-3.092181,0.115766,0.2004977,0
6.519825,-6.842842,1.803528,-2.271919,1.660911,0.1844824,0
0.3269937,-6.444838,-9.278995,-1.75303,-0.5091899,0.2636712,0
-6.328901,-5.993954,-6.078374,-2.198426,-0.9977757,0.3102116,0
0.7957078,-6.568191,2.678057,-2.804441,-1.102873,0.2751167,0
5.063011,-6.741297,6.927261,-2.595554,1.971996,0.1846442,0
1.95786,-6.911983,3.087331,-2.799281,1.022345,0.2417183,0
-3.092003,-6.409029,-9.134856,-2.31162,0.6400899,0.2065415,0
5.486426,-7.079269,3.882187,-2.655977,1.310832,0.1236323,0
-4.130777,-6.652017,-2.523268,-1.98962,0.4495351,0.1065998,0
-2.044137,-6.540292,-8.905935,-1.851139,-0.3821141,0.1338291,0
1.486862,-6.734167,-2.18015,-2.476204,-1.239329,0.2411113,0
4.473303,-7.396404,5.422216,-2.517814,-0.3158065,0.2196248,0
6.004437,-7.564106,-0.05444539,-2.191217,2.378176,0.1191177,0
-2.388875,-6.442652,-6.384049,-1.896519,1.520885,0.1011682,0
3.835907,-6.899236,5.101541,-2.466144,1.021163,0.001197317,0
-6.609317,-7.059501,0.5419698,-2.037372,-1.411301,0.04298205,0
-0.8229256,-6.606468,0.6369513,-2.151362,-0.8380618,0.01183102,0
-1.129967,-6.960543,-1.689361,-2.013666,-2.034295,0.1147673,0
2.660828,-8.140856,3.044022,-2.41887,1.191301,0.09516066,0
4.204988,-7.252983,4.736281,-2.540712,0.953106,0.1266619,0
-3.576153,-7.097352,-8.209202,-1.70541,1.168754,0.09050974,0
-1.3911,-6.565874,-4.391075,-1.648278,-0.6057032,0.113217,0
0.5359609,-7.159212,6.622952,-2.101986,-0.305982,0.0987896,0
0.03390337,-7.208058,1.928064,-2.200224,-0.9653614,0.1368227,0
1.702747,-7.393452,-0.5714449,-2.236953,-1.24834,0.1742941,0
-3.74478,-7.140467,-2.058978,-2.60605,-0.2186319,0.2119285,0
0.2426284,-6.914907,6.072811,-2.950167,-0.02643326,0.2417992,0
3.04413,-7.261623,8.095407,-2.735697,1.742179,0.1541699,0
2.357516,-7.872282,-6.012814,-1.418522,-0.05525187,0.1502413,0
5.566175,-7.184538,-0.5811654,-2.68535,0.7301112,0.1011186,0
-3.893091,-6.894104,0.6706282,-2.387912,-1.355945,0.2512498,0
-0.7172682,-7.048048,-1.129958,-2.155794,0.09314114,0.2527121,0
4.658875,-7.540428,-3.099886,-2.531378,1.572612,0.2083967,0
-3.494587,-6.895697,-2.969065,-2.085475,-0.8472944,0.2404558,0
0.6732342,-7.245865,-3.916764,-2.04916,-0.415039,0.2320139,0
-0.8911038,-7.179725,-0.4411334,-2.450797,-1.781725,0.3027473,0
-9.070239,-6.613007,1.24992,-2.247751,-1.473723,0.3327527,0
0.5640131,-7.312823,1.835222,-2.572542,-0.2298823,0.2645944,0
0.06500319,-6.858474,6.644614,-2.827845,-0.9467242,0.2892113,0
-0.04349702,-6.655399,-2.245866,-2.286466,-1.289474,0.3386922,0
-1.424672,-7.108312,2.666258,-2.483981,-0.1031043,0.317421,0
0.6198732,-7.062351,1.649143,-2.57387,-0.5066129,0.3769443,0
-2.504952,-6.564339,2.746244,-2.463761,0.3206433,0.3087131,0
1.442333,-7.152969,2.288933,-2.518488,0.4440584,0.2649597,0
3.053774,-7.449272,0.7567925,-2.323254,-0.0485543,0.3279318,0
-0.09401308,-6.757995,-0.2982556,-2.382939,0.6358229,0.2758886,0
4.876091,-7.51062,3.045629,-2.712288,-0.0366603,0.2912104,0
2.684058,-6.768372,0.1065544,-2.372925,1.030883,0.332535,0
3.115627,-6.946887,3.864915,-2.732649,1.733708,0.2615071,0
-3.147115,-6.552231,-0.6606218,-2.412219,-1.231533,0.3600461,0
-3.522113,-6.439821,-4.619552,-2.265013,-0.5332138,0.3678085,0
1.135489,-7.120455,0.7697273,-2.591488,0.2938871,0.3226464,0
3.904147,-8.08127,5.980236,-2.899084,1.322471,0.2991933,0
3.6032,-7.639853,1.379129,-2.514957,0.3970195,0.3087853,0
2.078365,-6.711392,0.2379914,-2.192547,1.221291,0.3381631,0
-6.223259,-6.916662,-2.560142,-2.661879,-0.3090182,0.3212104,0
5.453694,-7.130921,5.246768,-2.859074,-0.2610118,0.362759,0
-0.9947413,-7.207555,1.269784,-2.570707,0.1917399,0.3180802,0
2.172606,-7.435963,1.341405,-2.276426,0.8835632,0.3945826,0
-1.549966,-7.087966,-3.53169,-2.222852,-0.3723067,0.3696753,0
0.1150638,-6.887165,2.057899,-2.606943,0.008031133,0.3274483,0
3.505744,-7.074078,0.4632495,-2.680762,-0.2875193,0.2770739,0
-1.540305,-6.873775,1.141848,-2.593183,-1.041896,0.3801974,0
-0.04535525,-6.939697,-1.172577,-2.085641,-0.621255,0.4213347,0
-3.081245,-6.559539,-2.790183,-2.405968,-0.150475,0.3664043,0
-1.156265,-6.618503,-4.377879,-2.131459,1.155611,0.3464001,0
-1.950243,-6.669031,2.304455,-2.639275,-1.133799,0.3689985,0
1.497765,-6.972641,-1.98511,-2.265361,0.2106728,0.4142756,0
0.2986603,-6.796714,-4.578374,-2.082171,0.467323,0.4342358,0
2.884896,-6.898999,2.718934,-2.339179,1.987387,0.3900559,0
0.9947112,-7.335107,3.386617,-2.298354,1.213132,0.3200125,0
0.8670665,-7.049162,-3.694694,-1.981984,0.07391923,0.3453069,0
-2.045371,-6.818579,-2.180921,-2.081733,-1.299769,0.3639664,0
0.2938285,-7.082219,5.870011,-2.39698,0.3545032,0.3536729,0
-3.049303,-6.924235,-4.297675,-1.881148,-1.057154,0.4244013,0
-7.602691,-6.44386,-8.822836,-1.883997,-0.625972,0.4184199,0
3.085226,-7.196445,1.914357,-2.352962,-1.282628,0.4242608,0
0.8389003,-7.66806,-0.2637801,-2.187281,1.91417,0.3685694,0
-2.280617,-7.513309,-6.167911,-2.525635,0.1195168,0.3472064,0
-2.831238,-6.652881,-1.097658,-2.501476,0.7513984,0.3435116,0
4.559781,-7.364171,2.890945,-2.42246,-0.1416154,0.4191126,0
0.2826352,-7.223619,2.376278,-1.954437,-0.03861453,0.4322323,0
2.51049,-7.290569,-6.562347,-1.847892,0.4042852,0.4482769,0
-1.592048,-6.921629,4.439863,-2.879656,0.857279,0.3946184,0
-0.2874613,-7.86475,0.8050783,-2.892563,-0.366106,0.4080875,0
-2.354189,-7.69639,-8.646904,-2.314827,-0.4612727,0.4063703,0
0.3527075,-7.211551,-3.520346,-2.376179,-1.079154,0.4220722,0
1.11775,-7.451602,-1.283853,-2.583688,-0.6836877,0.3915828,0
-2.249511,-6.755547,1.373606,-2.242924,0.5322943,0.4586218,0
4.920424,-7.563746,1.384612,-2.753271,0.5871556,0.4626625,0
-1.482309,-6.988728,9.019563,-3.329683,-0.3717067,0.466043,0
3.220664,-7.511741,-9.687119,-2.106629,-0.7240626,0.4935316,0
-1.236551,-7.74545,-3.077562,-2.073257,0.06311313,0.5074971,0
-2.573306,-7.057704,1.458685,-2.666514,0.1795778,0.4602409,0
-0.7984223,-7.714094,-6.561717,-1.944934,0.5045255,0.4171243,0
0.7961741,-8.480038,9.947373,-2.499613,-0.4436367,0.4654539,0
0.4702484,-7.809329,12.13552,-3.18251,-0.3637089,0.4734229,0
1.601653,-7.79465,-1.015672,-2.303508,-0.3012748,0.4804136,0
-0.9672819,-7.834412,-0.6662961,-2.481777,0.2200184,0.5011528,0
-3.538559,-7.715053,-1.368699,-2.290142,0.2293272,0.461148,0
1.305433,-7.984038,-5.406792,-2.100234,0.4335397,0.4310206,0
-0.0713938,-7.911132,2.776649,-2.526984,-0.7294819,0.4431795,0
1.671221,-7.438966,5.933365,-3.019002,-0.5997728,0.4417797,0
4.860039,-7.632831,-1.099322,-1.935767,-1.025618,0.5107317,0
-4.58993,-7.37982,-3.463289,-2.187652,-0.5766928,0.5524172,0
3.576218,-8.144454,-1.66339,-2.364047,0.5814099,0.5400386,0
-1.22606,-7.799555,-6.755014,-2.069319,1.108421,0.4991311,0
-1.290141,-8.04175,1.099371,-2.929711,0.1771707,0.4975043,0
6.981561,-8.439195,3.563554,-2.265963,0.4627412,0.4462911,0
-6.801151,-7.403558,-2.769087,-2.056831,-0.8294753,0.5155867,0
0.9221739,-8.220314,-0.4084227,-2.152246,0.7196779,0.4699419,0
-0.7848326,-7.938334,-1.83845,-2.24178,-0.00510613,0.519128,0
-2.907477,-7.764699,6.149033,-2.734707,-0.2068148,0.5225774,0
4.539606,-7.961601,-2.553214,-2.148675,0.1732025,0.4861965,0
-1.560655,-7.557654,-3.977425,-1.968452,0.3992403,0.4933836,0
1.305101,-8.246624,-1.784924,-2.08828,1.250198,0.4061497,0
-0.445884,-7.425916,1.330374,-2.317585,-0.6486868,0.4694145,0
-1.8275,-7.86559,0.2717783,-2.084622,-0.7141032,0.4990949,0
3.030653,-7.920216,4.151218,-2.145526,-1.235207,0.5671486,0
-4.049472,-7.034145,-5.366851,-1.836624,0.7283691,0.4764576,0
3.140321,-7.655943,4.172108,-2.3514,-1.409279,0.5427457,0
-0.2927561,-8.008635,8.114324,-2.407956,-0.8304223,0.5108157,0
1.465296,-7.952528,-1.337046,-1.811803,0.1119053,0.5366117,0
-1.281039,-7.872881,-1.447161,-2.077936,-0.6213366,0.5862513,0
-2.123801,-7.894717,-3.418681,-1.91098,0.9677005,0.5335259,0
1.129795,-7.616271,0.4603032,-2.442065,-0.4936613,0.5026232,0
1.022555,-8.067818,-0.2806262,-1.783474,-0.4568558,0.5133016,0
-2.949381,-7.035879,-7.485409,-1.566422,0.7987455,0.5237769,0
0.0002632016,-7.383473,-2.158382,-1.536406,-0.1398337,0.4957526,0
3.433387,-8.322926,5.362214,-2.603159,-0.3945647,0.5520864,0
-2.346168,-7.13493,2.78222,-2.411813,-0.03904094,0.5912101,0
-3.515622,-7.091612,4.427087,-2.638224,1.551603,0.5464075,0
2.015266,-8.75758,-6.905434,-1.765922,1.401692,0.4304352,0
3.010986,-7.894164,8.476227,-2.361514,-0.4097397,0.4953562,0
2.070552,-7.724468,-6.92939,-1.45481,-0.2487197,0.5363119,0
-5.124139,-7.711428,-7.498259,-1.361912,-0.1107958,0.5214236,0
0.6838379,-7.385641,0.6292785,-2.189368,-1.227687,0.6261408,0
0.5032082,-7.680915,0.2349346,-1.937281,0.1241383,0.618001,0
-2.365754,-7.775381,4.908217,-2.206511,1.356509,0.5668327,0
-0.04098209,-8.197382,-5.784656,-1.052688,-0.5093145,0.5804218,0
-0.04801302,-8.479625,5.306898,-1.679759,0.3036048,0.5779661,0
2.246572,-7.977378,-7.686591,-0.7162787,1.142421,0.5296832,0
-4.681363,-8.441139,-4.901839,-0.6997434,-0.6625268,0.5916363,0
5.930387,-8.591924,2.584442,-1.400224,0.4434391,0.5935501,0
-2.001007,-8.307676,-2.004424,-0.7622524,1.840793,0.4813007,0
-1.055542,-8.464099,1.902319,-1.213006,0.6319824,0.5005022,0
3.372128,-8.776985,-3.311388,-0.5875641,0.8595812,0.4418328,0
-1.517465,-8.923808,3.604264,-1.162556,0.7549868,0.3820242,0
-0.7393533,-8.790901,-1.741439,-1.092997,-0.4538113,0.4165852,0
-2.285384,-8.730102,2.254351,-1.003231,-1.689488,0.4777428,0
0.7082948,-8.872697,0.3391525,-1.102296,-0.6578041,0.4649623,0
-2.518823,-8.731158,-0.4942429,-0.7429444,-0.8840647,0.5363662,0
-3.942201,-8.580029,4.136674,-1.279935,-0.9086242,0.5739305,0
2.289292,-8.511479,-0.009107726,-1.111978,1.077746,0.5289814,0
-4.256404,-8.374029,-0.9722939,-1.024372,-0.9399807,0.6327617,0
6.450116,-8.77932,-0.4820988,-1.093902,1.261988,0.5418605,0
